0,6
0,0
0,1
0,0
0,1
0,0
0,5
0,5
0,5
0,5
0,6
0,5
0,6
0,8
0,5
0,7
0,8
0,8
0,8
16200,0
16200,0
16200,0
16200,0
16200,0
16200,0
16200,0
16200,0
16200,0
16200,0
16200,0
16200,1
16200,1
16200,1
16200,1
16200,1
16200,1
16200,1
16200,1
16200,1
16200,1
16200,5
16200,5
16200,5
16200,5
16200,5
16200,5
16200,5
16200,5
16200,5
16200,6
16200,6
16200,7
16200,7
16200,7
16200,7
16200,7
16200,7
16200,7
16200,8
16200,8
16200,8
16200,8
16200,11
16200,6
16200,12
16200,13
16200,13
16200,6
16200,1
16200,5
16200,4
16200,0
16200,4
16200,5
16200,25
16200,19
16200,6
16200,19
86400,10
86400,7
86400,11
86400,11
86400,10
86400,11
86400,11
86400,11
102600,7
102600,7
102600,7
102600,10
102600,10
102600,10
102600,10
102600,11
102600,11
102600,10
102600,1
102600,11
102600,11
102600,11
102600,12
102600,17
172800,11
172800,12
172800,11
172800,11
172800,12
172800,12
172800,12
172800,16
172800,16
189000,11
189000,11
189000,12
189000,12
189000,12
189000,12
189000,17
259200,12
259200,12
259200,15
259200,12
275400,1
275400,12
275400,12
275400,12
275400,12
275400,15
275400,15
275400,13
345600,14
345600,14
345600,14
345600,14
345600,16
345600,15
345600,16
345600,16
345600,16
361800,14
361800,15
361800,15
361800,15
361800,15
361800,16
361800,16
432000,16
432000,16
432000,15
432000,16
432000,16
432000,16
432000,16
432000,16
432000,16
432000,16
448200,15
448200,15
448200,16
448200,16
448200,17
448200,17
448200,16
448200,16
518400,15
518400,15
518400,16
518400,16
518400,19
518400,17
518400,19
534600,16
534600,16
534600,16
534600,19
534600,15
534600,19
534600,16
534600,16
534600,19
604800,18
604800,19
604800,18
604800,0
604800,19
604800,19
604800,19
604800,19
604800,19
621000,19
621000,19
621000,19
621000,19
621000,19
621000,20
621000,1
621000,18
621000,19
621000,19
621000,19
621000,22
691200,18
691200,19
691200,19
691200,0
691200,20
691200,20
691200,20
707400,0
707400,18
707400,19
707400,19
707400,20
707400,20
707400,49
707400,19
707400,20
707400,20
707400,19
707400,19
777600,20
777600,19
793800,20
793800,20
793800,19
793800,20
793800,20
793800,20
864000,19
864000,19
864000,19
864000,19
880200,1
880200,19
880200,19
880200,19
880200,21
950400,22
950400,21
966600,22
966600,22
966600,32
1036800,21
1036800,22
1036800,21
1036800,22
1036800,22
1036800,22
1036800,21
1053000,21
1053000,21
1053000,21
1053000,21
1053000,22
1053000,22
1123200,23
1123200,23
1123200,23
1123200,1
1123200,26
1123200,26
1123200,26
1139400,23
1139400,23
1139400,23
1139400,23
1139400,26
1139400,24
1209600,25
1225800,25
1225800,25
1296000,25
1296000,25
1296000,25
1382400,25
1382400,25
1382400,25
1468800,25
1485000,25
1485000,24
1555200,24
1571400,25
1641600,27
1641600,27
1657800,27
1657800,27
1728000,27
1728000,27
1744200,27
1814400,26
1814400,27
1814400,27
1814400,27
1830600,27
1900800,27
1900800,27
1917000,40
1987200,26
2073600,26
2160000,28
2160000,28
2176200,25
2694600,25
2764800,28
2764800,26
2851200,28
2937600,28
2937600,28
2953800,2
3283200,25
3542400,26
3628800,26
3645000,2
3715200,25
3801600,25
3888000,24
4233600,22
4492800,22
4579200,21
4924800,19
5270400,16
5702400,15
5875200,14
6480000,9
6652800,8
7084800,6
7084800,7
7776000,1
